,date,full_tax_count,soda_count,difference
1681,2024-08-08,0,0.0,0.0
1682,2024-08-09,18,19.0,-1.0
1683,2024-08-10,10,1.0,9.0
1684,2024-08-11,19,1.0,18.0
1685,2024-08-12,40,7.0,33.0
1686,2024-08-13,0,0.0,0.0
1687,2024-08-14,0,0.0,0.0
1688,2024-08-15,0,0.0,0.0
1689,2024-08-16,0,0.0,0.0
1690,2024-08-17,0,0.0,0.0
1691,2024-08-18,0,0.0,0.0
1692,2024-08-19,0,0.0,0.0
1693,2024-08-20,0,0.0,0.0
1694,2024-08-21,0,0.0,0.0
1695,2024-08-22,0,0.0,0.0
1696,2024-08-23,0,0.0,0.0
1697,2024-08-24,0,0.0,0.0
1698,2024-08-25,0,0.0,0.0
1699,2024-08-26,0,0.0,0.0
1700,2024-08-27,0,0.0,0.0
1701,2024-08-28,0,0.0,0.0
1702,2024-08-29,0,0.0,0.0
1703,2024-08-30,0,0.0,0.0
1704,2024-08-31,0,0.0,0.0
1705,2024-09-01,0,1.0,-1.0
1706,2024-09-02,142,28.0,114.0
1707,2024-09-03,30,2.0,28.0
1708,2024-09-04,50,14.0,36.0
1709,2024-09-05,8,0.0,8.0
1710,2024-09-06,42,0.0,42.0
1711,2024-09-07,304,44.0,260.0
1712,2024-09-08,0,0.0,0.0
1713,2024-09-09,16,9.0,7.0
1714,2024-09-10,0,2.0,-2.0
1715,2024-09-11,24,12.0,12.0
1716,2024-09-12,19,9.0,10.0
1717,2024-09-13,40,33.0,7.0
1718,2024-09-14,28,9.0,19.0
1719,2024-09-15,26,36.0,-10.0
1720,2024-09-16,13,40.0,-27.0
1721,2024-09-17,20,44.0,-24.0
1722,2024-09-18,9,26.0,-17.0
1723,2024-09-19,16,38.0,-22.0
1724,2024-09-20,22,38.0,-16.0
1725,2024-09-21,14,9.0,5.0
1726,2024-09-22,8,53.0,-45.0
1727,2024-09-23,15,26.0,-11.0
1728,2024-09-24,14,32.0,-18.0
1729,2024-09-25,11,28.0,-17.0
1730,2024-09-26,9,38.0,-29.0
1731,2024-09-27,16,23.0,-7.0
1732,2024-09-28,28,8.0,20.0
1733,2024-09-29,27,27.0,0.0
1734,2024-09-30,21,15.0,6.0
1735,2024-10-01,0,12.0,-12.0
1736,2024-10-02,154,2.0,152.0
1737,2024-10-03,86,20.0,66.0
1738,2024-10-04,73,31.0,42.0
1739,2024-10-05,16,30.0,-14.0
1740,2024-10-06,50,24.0,26.0
1741,2024-10-07,294,4.0,290.0
1742,2024-10-08,0,0.0,0.0
1743,2024-10-09,34,29.0,5.0
1744,2024-10-10,8,7.0,1.0
1745,2024-10-11,20,0.0,20.0
1746,2024-10-12,21,13.0,8.0
1747,2024-10-13,4,6.0,-2.0
1748,2024-10-14,0,0.0,0.0
1749,2024-10-15,6,12.0,-6.0
1750,2024-10-16,2,9.0,-7.0
1751,2024-10-17,8,0.0,8.0
1752,2024-10-18,10,9.0,1.0
1753,2024-10-19,0,2.0,-2.0
1754,2024-10-20,8,10.0,-2.0
1755,2024-10-21,0,2.0,-2.0
1756,2024-10-22,8,9.0,-1.0
1757,2024-10-23,1,9.0,-8.0
1758,2024-10-24,9,0.0,9.0
1759,2024-10-25,7,9.0,-2.0
1760,2024-10-26,0,1.0,-1.0
1761,2024-10-27,7,5.0,2.0
1762,2024-10-28,0,1.0,-1.0
1763,2024-10-29,8,7.0,1.0
1764,2024-10-30,0,1.0,-1.0
1765,2024-10-31,8,6.0,2.0
1766,2024-11-01,0,0.0,0.0
1767,2024-11-02,132,28.0,104.0
1768,2024-11-03,216,0.0,216.0
1769,2024-11-04,85,22.0,63.0
1770,2024-11-05,6,0.0,6.0
1771,2024-11-06,48,0.0,48.0
1772,2024-11-07,262,40.0,222.0
1773,2024-11-08,0,0.0,0.0
1774,2024-11-09,16,23.0,-7.0
1775,2024-11-10,0,9.0,-9.0
1776,2024-11-11,26,10.0,16.0
1777,2024-11-12,9,18.0,-9.0
1778,2024-11-13,24,0.0,24.0
1779,2024-11-14,29,9.0,20.0
1780,2024-11-15,24,0.0,24.0
1781,2024-11-16,46,10.0,36.0
1782,2024-11-17,85,0.0,85.0
1783,2024-11-18,73,12.0,61.0
1784,2024-11-19,65,11.0,54.0
1785,2024-11-20,65,0.0,65.0
1786,2024-11-21,74,9.0,65.0
1787,2024-11-22,52,6.0,46.0
1788,2024-11-23,65,6.0,59.0
1789,2024-11-24,158,6.0,152.0
1790,2024-11-25,152,9.0,143.0
1791,2024-11-26,131,9.0,122.0
1792,2024-11-27,133,11.0,122.0
1793,2024-11-28,131,11.0,120.0
1794,2024-11-29,90,9.0,81.0
1795,2024-11-30,95,9.0,86.0
1796,2024-12-01,0,12.0,-12.0
1797,2024-12-02,14,0.0,14.0
1798,2024-12-03,284,20.0,264.0
1799,2024-12-04,43,28.0,15.0
1800,2024-12-05,4,28.0,-24.0
1801,2024-12-06,70,26.0,44.0
1802,2024-12-07,162,0.0,162.0
1803,2024-12-08,0,0.0,0.0
1804,2024-12-09,36,47.0,-11.0
1805,2024-12-10,0,1.0,-1.0
1806,2024-12-11,26,5.0,21.0
1807,2024-12-12,12,22.0,-10.0
1808,2024-12-13,8,17.0,-9.0
1809,2024-12-14,15,14.0,1.0
1810,2024-12-15,11,21.0,-10.0
1811,2024-12-16,14,14.0,0.0
1812,2024-12-17,14,13.0,1.0
1813,2024-12-18,22,15.0,7.0
1814,2024-12-19,37,12.0,25.0
1815,2024-12-20,36,11.0,25.0
1816,2024-12-21,32,9.0,23.0
1817,2024-12-22,30,9.0,21.0
1818,2024-12-23,26,10.0,16.0
1819,2024-12-24,26,11.0,15.0
1820,2024-12-25,121,19.0,102.0
1821,2024-12-26,180,13.0,167.0
1822,2024-12-27,123,12.0,111.0
1823,2024-12-28,121,11.0,110.0
1824,2024-12-29,159,0.0,159.0
1825,2024-12-30,167,11.0,156.0
1826,2024-12-31,188,11.0,177.0
