"tax_cat","prod","n_obs","lm_r2","lm_adj_r2","lm_aic","lm_bic","lm_rmse","lm_df","lm_fstat","lm_pval","seg_r2","seg_adj_r2","seg_aic","seg_bic","seg_rmse","seg_df","seg_fstat","seg_pval","lm_XSSB_p_value","lm_xSSB_intervention_p_value","lm_xSSB_post_p_value","lm_t_p_value","seg_XSSB_p_value","seg_xSSB_intervention_p_value","seg_xSSB_post_p_value","seg_t_p_value"
"Maximum Tax Group","פירות/ירקות",290,0.0515483995838822,0.0382367981745332,3065.00015801496,3087.01944355284,46.7518974783482,285,3.87244163934166,0.0044271298475267,0.0660429487732307,0.0462417392065856,3064.53406895634,3093.89311634019,46.3932831536472,283,3.33529871248263,0.00343722582710136,NA,0.0139903242593324,0.319809220570518,0.274248594458736,NA,0.344046792338133,0.354172495268217,0.71441496975066
"Maximum Tax Group","מכשירי סודה",290,0.467214143648153,0.459736447418654,2801.20403762986,2823.22332316774,29.6669593120795,285,62.481027486111,7.30404383494124e-38,0.472085061143341,0.460892518270055,2802.54056078602,2831.89960816987,29.5310349931599,283,42.1785349842256,1.28024188097639e-36,NA,0.000270392677189148,0.207183459091368,0.0294124698130982,NA,0.00614346042875073,0.147705824884634,0.0378453534637681
"Maximum Tax Group","מערכות לטיהור מים",290,0.253496620949456,0.243019380541729,3114.9936199983,3137.01290553619,50.9604818560103,285,24.1949798882636,2.99691590938443e-17,0.282708223315424,0.267500623809744,3107.41756103843,3136.77660842227,49.9534586254286,283,18.5899308572554,3.22653896697508e-18,NA,0.410439404605733,0.228715822887921,3.45634585064603e-05,NA,0.442440829189048,0.317566512804409,0.00149723076875369
"Maximum Tax Group","מזון בע""ח משני",290,0.465427240335191,0.457924464760948,2813.53967901235,2835.55896455023,30.3046841409781,285,62.03400804537,1.17256903567008e-37,0.472778005482131,0.461600154008254,2813.52429667755,2842.8833440614,30.0956071633578,283,42.2959641740656,1.06618113176873e-36,NA,0.000890446683919983,0.38644453634412,0.00730451895863393,NA,0.0595497484161927,0.344830769144622,0.0837717117612142
"Maximum Tax Group","יין",290,0.295514881042552,0.285627370601044,2839.67741344574,2861.69669898362,31.7016063165751,285,29.8876934482893,9.04319064016362e-21,0.300261718101964,0.285426277496352,2841.71677386391,2871.07582124776,31.5946227184295,283,20.239487729699,1.089506232857e-19,NA,0.00214191488748946,0.507092603123028,0.00495270827063757,NA,0.00885741172774564,0.387388994657556,0.0280250588209712
"Maximum Tax Group","איטליזים",290,0.112405161805441,0.0999476903921834,2901.01233547752,2923.03162101541,35.2377241527373,285,9.02311216109405,7.10405312733666e-07,0.128724561328331,0.110252290543773,2899.6307428294,2928.98979021324,34.9122792955103,283,6.9685293610971,6.34081673770254e-07,NA,2.72609147535134e-07,3.02608665234562e-05,0.0034040761252216,NA,1.89040974516454e-07,9.40074752939026e-06,0.523306747452911
"Maximum Tax Group","משקאות קלים משני",290,0.537241158209659,0.530746297272251,2793.24390096138,2815.26318649926,29.2625801525591,285,82.7178847071727,1.59466190861844e-46,0.539595356955198,0.529834127774036,2795.76481491133,2825.12386229517,29.1880513019137,283,55.27944759217,6.5048974044305e-45,NA,1.46340493084192e-05,0.0241154984841153,0.465782417341239,NA,0.000312088824063816,0.0163863984438621,0.173285654990967
"Maximum Tax Group","ברים מינרלים",290,0.0727071984600345,0.0596925626489472,3030.99469603851,3053.0139815764,44.0896356619123,285,5.58657188072023,0.00024199956683171,0.0732384820106489,0.0535898279190019,3034.82849569339,3064.18754307723,44.0770034845376,283,3.72740451682051,0.00138618732608959,NA,0.0748606219107152,0.866604417131274,0.0028306128741101,NA,0.141260055974334,0.914919589596522,0.185749419124078
"Maximum Tax Group","מזון כללי משני",290,0.0755035270422063,0.0625281379480618,2973.39302753898,2995.41231307687,39.9213598114555,285,5.81897980048086,0.000162884242883236,0.0850327852270885,0.0656341870340232,2974.38833697209,3003.74738435594,39.7150819406223,283,4.38344999885026,0.000297185157606188,NA,0.022912353007592,0.784651336565625,0.00893571095475283,NA,0.00473025648968332,0.767860499906094,0.50943941482955
"Maximum Tax Group","מאפיות/קונדטוריות",290,0.302348195675744,0.292556591404527,2824.42978642099,2846.44907195888,30.8790617186119,285,30.8783103668206,2.30571133156153e-21,0.312052949757083,0.297467499928612,2824.36739174365,2853.72643912749,30.663536458964,283,21.3948115023464,1.06062512097242e-20,NA,0.00553342596993928,0.907383523360894,0.000204812193780206,NA,0.0745481694804186,0.73852822174055,0.00584210331211686
"Maximum Tax Group","תוסס",290,0.0663820546980598,0.053278644939436,2971.91594754304,2993.93523308092,39.8198218454038,285,5.06601380258081,0.00058697315298161,0.113159461878768,0.0943571889857389,2961.00933480317,2990.36838218701,38.8094497867405,283,6.01839269765725,6.09293743099827e-06,NA,0.00583672851581226,0.325056453352622,0.118819969730984,NA,0.513746323053994,0.226952990288306,0.0136566938613483
"Maximum Tax Group","בשר/עוף משני",290,0.408060959013743,0.399753042649023,2826.80609276121,2848.82537829909,31.0058352248714,285,49.1171240898169,2.09611644069173e-31,0.435900193237613,0.423940480020036,2816.83607933558,2846.19512671942,30.2679437304914,283,36.4473784034365,1.29767237892845e-32,NA,9.0316867630582e-05,0.0638872325056693,0.267177528659216,NA,0.0321440061042834,0.0261434019141068,0.00226892754803072
"Maximum Tax Group","רשתות מזון מהיר משני",290,0.562499039228763,0.556358674867061,2790.11678576971,2812.1360713076,29.1052332268897,285,91.6067852157372,5.60828814435082e-50,0.565871846132269,0.556667715661575,2791.87243925232,2821.23148663617,28.9928263174903,283,61.4802069499136,1.74859435330466e-48,NA,6.33836521071245e-06,0.0121413156784009,0.715397172868844,NA,8.21865146637141e-05,0.00688061441249359,0.132199301681169
"Maximum Tax Group","פסטה",290,0.512213011454156,0.505366878281583,2799.07146483519,2821.09075037307,29.5580786548039,285,74.8178568167745,2.76681584093807e-43,0.516998942892791,0.506758637795112,2800.21207370908,2829.57112109293,29.4127163905542,283,50.4866737818147,5.25973289060836e-42,NA,1.04590141984703e-05,0.0160253759711633,0.650117881739275,NA,0.000465965618231771,0.00914438428573972,0.0967712015220836
"Maximum Tax Group","חטיפי תפו""א",290,0.474296110679932,0.466917810478949,2810.25993064949,2832.27921618737,30.1338026754678,285,64.2825715625824,1.1011909475217e-38,0.479602608107814,0.468569447855683,2811.31777298026,2840.6768203641,29.9813304163319,283,43.469196236425,1.73552680033085e-37,NA,1.78916203146086e-05,0.0210198203619735,0.596536865402531,NA,0.000397123420990991,0.0114841839838276,0.0782776310188516
"Maximum Tax Group","פיצריות",290,0.10481704760029,0.0922530763385392,2833.71947377178,2855.73875930966,31.3776244657354,285,8.34266852546805,2.23780866266449e-06,0.108801680828177,0.0899070168174666,2836.42574597591,2865.78479335976,31.3077126300719,283,5.75832842364938,1.1326306108796e-05,NA,5.1518647942793e-05,0.035586695706763,0.493591353344022,NA,0.00143877189258482,0.0268616405236953,0.234071473558293
"Maximum Tax Group","קפסולות קפה",290,0.273040412838225,0.262837471264024,2984.95397233138,3006.97325786926,40.7250823958556,285,26.7609503448151,7.34980858453889e-19,0.314230829420198,0.299691553718859,2972.0383296285,3001.39737701235,39.5544924345363,283,21.6125504375206,6.86458407745954e-21,NA,0.999082613397876,0.00273653097833591,5.89190610200673e-13,NA,0.0292190068988608,0.000980265078937846,0.126510817734659
"Maximum Tax Group","חומוס",290,0.545117962562057,0.538733653264682,2794.73240040684,2816.75168594472,29.3377754533763,285,85.3840152741691,1.40099882269964e-47,0.548794960504101,0.539228775921149,2796.3786856615,2825.73773304534,29.2189602265992,283,57.3682177826799,3.86705971076423e-46,NA,3.72301335651061e-06,0.00671196066553044,0.984271493765636,NA,7.4781198020349e-05,0.00366345712005425,0.149192637723657
"Maximum Tax Group","ממרח שוקולד",290,0.37970506002186,0.37099916612743,2848.32791540668,2870.34720094456,32.1779685096948,285,43.6147125873878,1.53625532116903e-28,0.382004980489941,0.368902612585134,2851.25065931235,2880.6097066962,32.1182586109048,283,29.1554155146104,4.05516071886769e-27,NA,0.00184315942087727,0.430814256495579,0.0101761290544362,NA,0.00975741448655282,0.353448492949914,0.075358277831705
"Maximum Tax Group","רטבים",290,0.513699218944999,0.506873944824929,2797.545437251,2819.56472278888,29.4804111444687,285,75.2642619047977,1.79628082579596e-43,0.516771719464361,0.506526596908835,2799.70737345533,2829.06642083917,29.387133375705,283,50.4407552631598,5.61681458598957e-42,NA,2.10435907514931e-05,0.0305173756950602,0.401342460192718,NA,0.000486035400620628,0.0199885263769266,0.1297770834881
"Maximum Tax Group","גלידריות",290,0.496882760613567,0.489821466025687,2803.20062829867,2825.21991383655,29.7692607648449,285,70.3670912507223,2.20810797510737e-41,0.503786060063225,0.493265623174106,2803.19397119287,2832.55301857672,29.5643225082495,283,47.8864200577337,2.27661846070283e-40,NA,7.70979228498778e-06,0.0111722095765593,0.820726558636852,NA,0.00122103872877596,0.00640445623253774,0.103128987362018
"Maximum Tax Group","גלידות",290,0.235321905386937,0.224589581252017,2929.55364941408,2951.57293495197,37.0151163636154,285,21.9264627520204,8.5890772818059e-16,0.239677221114824,0.223557303541287,2931.89719791033,2961.25624529417,36.9095538223546,283,14.8683899915395,8.90091585915348e-15,NA,0.00396530053086003,0.349191620247285,0.0627168272004957,NA,0.0771197553790181,0.349562235032242,0.371474388105018
"Maximum Tax Group","פאב/בארים",290,0.516899163021868,0.510118800397613,2794.56796773642,2816.58725327431,29.3294592378578,285,76.2347372355623,7.05443398681756e-44,0.519916683676626,0.50973823880758,2796.75090326373,2826.10995064757,29.2377176436028,283,51.0801689615397,2.25648830779126e-42,NA,5.41388394144695e-06,0.00958334230570521,0.83680954736222,NA,4.46521269980433e-05,0.00580869211016233,0.207731758961488
"Maximum Tax Group","מוצרי חלב משני",290,0.143250787149749,0.131226236793956,3000.38783834609,3022.40712388397,41.8233289011672,285,11.9131928355837,5.78544254207119e-09,0.164327945025883,0.146610516298517,2997.16423280987,3026.52328019372,41.3056708486959,283,9.27493190770178,2.75487403439874e-09,NA,0.000127276369326973,0.00615884614555529,0.20823308287245,NA,3.58392021017826e-06,0.00401161988062657,0.971838578279966
"Maximum Tax Group","גבינה לבנה/רכה",290,0.411533228079051,0.403274045315248,2835.12929526316,2857.14858080105,31.4539876670356,285,49.8273545758864,9.1398739024782e-32,0.414118594721329,0.401697080828495,2837.8524038742,2867.21145125804,31.384816722372,283,33.3388183029956,2.49794699793222e-30,NA,0.00045254266879457,0.196276448455337,0.0572409996417182,NA,0.00736377499838748,0.159864838002345,0.127079894752004
"Maximum Tax Group","פיצות",290,0.532943738399382,0.52638856279797,2795.39522323755,2817.41450877543,29.3713217686987,285,81.3012146134683,5.90593031224856e-46,0.536269578278135,0.526437837888273,2797.32278776583,2826.68183514967,29.2665604774419,283,54.544725248346,1.77932072624269e-44,NA,3.53757045110492e-06,0.0063024124408201,0.986382139119599,NA,2.59493218211086e-05,0.00360656199487964,0.211236407696938
"Maximum Tax Group","משקאות תחליפי חלב",290,0.443717661342646,0.435910189922894,2829.72837704474,2851.74766258263,31.1624498957489,285,56.8324413228171,3.25321357336569e-35,0.445685214968032,0.433932958041559,2832.70083764967,2862.05988503352,31.1072907622046,283,37.923372315329,1.13975854914779e-33,NA,9.61174392665448e-05,0.0643216979590221,0.273713999431325,NA,0.00533527493549517,0.0649951536609351,0.511645705204784
"Maximum Tax Group","עוגיות",290,0.501453597673765,0.494456455184975,2804.03262316413,2826.05190870202,29.8119946355954,285,71.6654832279301,6.06914150159957e-42,0.509694835050549,0.499299672542787,2803.1987041926,2832.55775157645,29.5645637642864,283,49.0319256355976,4.27686477824182e-41,NA,2.06880317438134e-05,0.0267636792299199,0.474853880649591,NA,0.000340343007714089,0.0117715726592419,0.0225529821477386
"Maximum Tax Group","ויסקי",290,0.534031230957887,0.527491318409928,2793.71780594988,2815.73709148776,29.2864997210765,285,81.6572434327904,4.24518533605042e-46,0.537215622184922,0.527403939263047,2795.72916757441,2825.08821495825,29.1862574323874,283,54.752648089273,1.33742422499922e-44,NA,1.74924069355821e-06,0.00329778530939134,0.745733445602866,NA,8.42664842435956e-05,0.00194545851590482,0.230651236605265
"Maximum Tax Group","משקאות חלב",290,0.309467506297512,0.299775822175372,2878.89347895754,2900.91276449542,33.9192010976766,285,31.9312415053385,5.46896446684978e-22,0.310110426715112,0.295483792652535,2882.62334862705,2911.98239601089,33.9034071810751,283,21.2017628518199,1.56148121242139e-20,NA,0.00370441192176509,0.505851737339156,0.0104251969646928,NA,0.0222089224044983,0.477515721616275,0.226025695239572
"Maximum Tax Group","תה",290,0.452737034857561,0.445056151136263,2842.2553413337,2864.27462687158,31.842824152566,285,58.9433522606547,3.2305715248671e-36,0.455934827247117,0.444399876588045,2844.55582967468,2873.91487705853,31.7496551158301,283,39.5263786315848,8.49808739467297e-35,NA,6.01633868183417e-05,0.0354640026875333,0.531334155574551,NA,0.000354332976905724,0.0230678685856015,0.168088844372209
"Maximum Tax Group","תרסיס שמן",290,0.564927983908714,0.558821709998661,2789.59804002847,2811.61732556635,29.0792134579995,285,92.5159912952214,2.5476129605111e-50,0.568523658171823,0.559375749864512,2791.19136182893,2820.55040921278,28.958800851647,283,62.1479401709184,7.41606323860448e-49,NA,6.21867658744628e-06,0.0120579659519375,0.715398548986946,NA,0.000160226371042369,0.0068313955840325,0.118125083681086
"Maximum Tax Group","גבינה צהובה",290,0.424607474599994,0.416531790032976,2823.08875628161,2845.1080418195,30.8077480683759,285,52.5785115894889,3.83550225417061e-33,0.435973906710519,0.424015756322756,2821.30269204604,2850.66173942989,30.5019387200508,283,36.4583060568183,1.2743207229982e-32,NA,2.32653627179502e-05,0.0210788800315753,0.657857676770735,NA,0.00990355900970514,0.0147553525216305,0.151097863248664
"Maximum Tax Group","קפה משני",290,0.432242608175572,0.424274083378037,2802.48059982603,2824.49988536391,29.7323272889279,285,54.2437426196174,5.81748492302481e-34,0.437703604296109,0.425782125941963,2803.67772226277,2833.03676964661,29.5889910229477,283,36.715547459253,8.31603741649696e-33,NA,8.75790117911924e-05,0.0899532774663281,0.12973318895472,NA,3.83020638428508e-05,0.0685036414614349,0.271156027294212
"Maximum Tax Group","מוצרי חלב לאפיה ובישול",290,0.495136625674665,0.488050823929748,2815.92921119672,2837.94849673461,30.4297934371844,285,69.877290319314,3.60518695013588e-41,0.496011825441478,0.48532656379006,2819.42604896968,2848.78509635352,30.4034063971954,283,46.4201852629112,1.99201551044606e-39,NA,3.1947595192754e-05,0.0316742035022645,0.463265181121929,NA,0.000512973145756706,0.0264727451999247,0.372507814224555
"Maximum Tax Group","משקה אנרגיה משני",290,0.340348262312481,0.331089992309849,2833.38254359846,2855.40182913634,31.3594020548518,285,36.7615399222242,8.85010087584197e-25,0.350047084419615,0.336267163947946,2833.08703376157,2862.44608114541,31.1280106161069,283,25.4026926453821,4.28541985517867e-24,NA,8.97678256381424e-05,0.0574956724984555,0.319848979505971,NA,3.01068405753816e-05,0.0336576322311106,0.12572139707915
"Maximum Tax Group","טונה",290,0.362650466866862,0.353705210261484,2853.96633878529,2875.98562432317,32.4923094887335,285,40.5410915377047,7.00559452848443e-27,0.364098062056061,0.350616042170324,2857.30692028818,2886.66596767203,32.4553890498133,283,27.0061952987656,2.10098626231344e-25,NA,0.00152742081919608,0.364156334054941,0.0184924779301914,NA,0.00901418068259267,0.312401323211363,0.134960322087832
"Maximum Tax Group","תה קר",290,0.484044881427197,0.476803406078807,2810.08859280385,2832.10787834173,30.1249021611637,285,66.8434066456914,7.80101151106088e-40,0.487192602641597,0.476320361001489,2812.31395193838,2841.67299932222,30.0328690956815,283,44.8106856680183,2.23863983870914e-38,NA,2.23892978775004e-06,0.00291209796968534,0.617849049743348,NA,5.407800785351e-05,0.00171617719326516,0.275599065060842
"Maximum Tax Group","מעדני חלב",290,0.429881546174268,0.421879883664433,2840.90158137285,2862.92086691073,31.7685874775463,285,53.7240286810273,1.04525574302708e-33,0.433392718151761,0.421379842918229,2843.11004436463,2872.46909174848,31.670610253286,283,36.0773511525392,2.40321393434871e-32,NA,1.91392497816044e-05,0.0127087649753049,0.968425964929771,NA,0.0011339252331347,0.00913693681571027,0.281325869631496
"Maximum Tax Group","שמן זית",290,0.538555989181692,0.532079582012312,2792.15606636119,2814.17535189907,29.2077473709051,285,83.1565982645388,1.06568190067274e-46,0.54117323641168,0.531445460505214,2794.50654371163,2823.86559109547,29.1247984134723,283,55.6317540222074,4.02507527068057e-45,NA,1.9244838062067e-05,0.0311474600905748,0.373454934169661,NA,0.000440153272886036,0.0209757237901082,0.142469624339092
"Maximum Tax Group","שמן משני",290,0.557344615753312,0.55113190860599,2789.7348564926,2811.75414203049,29.0860737760151,285,89.7104277631307,2.94945848722446e-49,0.560796397914424,0.551484660767734,2791.46460250757,2820.82364989141,28.9724466905263,283,60.2246808602978,8.89702024006029e-48,NA,8.82001740091384e-06,0.0164931496843906,0.591698477663413,NA,0.000120954977432703,0.00947451436661974,0.115401832086437
"Maximum Tax Group","בייגלה",290,0.550970204552739,0.544668031985058,2795.88803234792,2817.9073178858,29.3962883306897,285,87.4254391855682,2.23691651946361e-48,0.555177176882993,0.545746304308074,2797.15820651515,2826.517253899,29.2582569536629,283,58.8680604549222,5.27051114950075e-47,NA,2.9458161012437e-06,0.00522930670584425,0.908845434486022,NA,0.000121201553898573,0.0027599988454387,0.135524032479983
"Maximum Tax Group","סוכריות",290,0.534453997143617,0.527920018156159,2795.95120384387,2817.97048938176,29.3994902421418,285,81.7960997685336,3.73302854341434e-46,0.539195254672552,0.529425542757483,2796.98261620577,2826.34166358961,29.2494005936528,283,55.1904968498463,7.34488747120255e-45,NA,1.78897188148674e-06,0.0032043364329618,0.723372134661324,NA,7.06330613678805e-05,0.00157011443320848,0.135167606425549
"Maximum Tax Group","חטיפים מלוחים משני",290,0.449029508787382,0.441296589612468,2814.35261464202,2836.37190017991,30.3471893658992,285,58.067270409868,8.38712104508437e-36,0.45179566186059,0.440172955044913,2816.89299955029,2846.25204693414,30.2709143208328,283,38.8718109323048,2.4393569947715e-34,NA,4.90229298885001e-05,0.0468637662284593,0.322303921556796,NA,0.000674166559774219,0.03256708329013,0.149784078705063
"Maximum Tax Group","פיצוחים/פירות יבשים",290,0.42725810887285,0.419219626190364,2807.25465047574,2829.27393601362,29.9780676685966,285,53.1515866549953,1.99862171926361e-33,0.432975731278351,0.420954015333722,2808.34506346556,2837.7041108494,29.8280583905039,283,36.0161339090538,2.66181875412277e-32,NA,1.82862460380271e-05,0.0226468862876678,0.552778332484735,NA,0.00037502983986824,0.0124230299945923,0.0757499803504267
"Maximum Tax Group","מעדני יוגורט",290,0.11812286189211,0.105745638901122,2957.88986624348,2979.90915178136,38.868413396751,285,9.54356740426487,2.96390582009819e-07,0.137388399994937,0.119099814835819,2955.4842838178,2984.84333120165,38.4415081885145,283,7.51224869499762,1.74427285607008e-07,NA,0.0139981402372891,0.644423795656614,0.0156998632999027,NA,0.463041970642759,0.741333531335246,0.66418700662919
"Maximum Tax Group","מים בטעמים",290,0.515648907312573,0.508850997239767,2812.51369812289,2834.53298366077,30.2511245838259,285,75.854034812162,1.0171381302153e-43,0.521535334274589,0.511391207086064,2812.96767164072,2842.32671902456,30.0667383140498,283,51.4125389579665,1.40783761354337e-42,NA,4.52809093395254e-06,0.00555499099100566,0.840661436381547,NA,0.000349028045280412,0.00281988113971965,0.110633568205248
"Maximum Tax Group","קרקרים",290,0.507580425469168,0.500669273545928,2805.14796820035,2827.16725373823,29.869378517309,285,73.443679303642,1.05454326480016e-42,0.509899767819355,0.49950895017595,2807.77881405948,2837.13786144333,29.7989517039779,283,49.0721505581365,4.03440176853886e-41,NA,0.000116738211422694,0.107692824722172,0.103520812262253,NA,0.00635092971985342,0.0994711259188315,0.279543192454794
"Maximum Tax Group","ממרחים",290,0.511489591336509,0.504633304899126,2801.63344257492,2823.6527281128,29.6889314774754,285,74.6015493967301,3.41262985100543e-43,0.515246848300788,0.504969396321299,2803.39435754811,2832.75340493196,29.5745385605812,283,50.1337149839377,8.72112298137382e-42,NA,8.06736701175168e-06,0.0120216569666944,0.781620301134181,NA,0.000662166742867825,0.00801946609542093,0.191634450942681
"Maximum Tax Group","וודקה",290,0.417621097523883,0.409447358541762,2822.67780625303,2844.69709179092,30.7859274462603,285,51.0930307950104,2.10686723720628e-32,0.418443749591251,0.406113935094953,2826.26787080488,2855.62691818872,30.764176094339,283,33.9375543498135,8.93533219843847e-31,NA,0.00042264532170501,0.216790278876682,0.0384370479218812,NA,0.00114234898674489,0.199645517640093,0.335165585727789
"Maximum Tax Group","שוקולד",290,0.179073295143927,0.167551516830157,2933.75432992098,2955.77361545886,37.2841734447294,285,15.5421576658804,1.6289753580638e-11,0.181441121274821,0.164086516072167,2936.91666466516,2966.275712049,37.2303646268446,283,10.4549264679945,1.78298615297285e-10,NA,0.0254266494638434,0.996566630023007,0.00121712072768113,NA,0.0193597115534858,0.947270299650986,0.191791451487256
"Maximum Tax Group","בצק מוכן להכנת מאפים",290,0.53847924019075,0.53200175584255,2791.1058205129,2813.12510605078,29.154906751561,285,83.1309210867311,1.09108577175141e-46,0.541034970340717,0.531304262998118,2793.49544552067,2822.85449290452,29.074070175676,283,55.6007853583413,4.19827347881407e-45,NA,1.38527215187972e-05,0.0239259361768076,0.459279801464979,NA,0.000197924568693019,0.0155987772426373,0.155845967942172
"Maximum Tax Group","בקבוקי מינרלים",290,0.28085465553367,0.27076138754116,2954.15273477184,2976.17202030972,38.6187764880358,285,27.8259386099814,1.61953573860084e-19,0.29547056384373,0.280533543995894,2952.19805693387,2981.55710431771,38.2243179944731,283,19.7810920018651,2.77283268743726e-19,NA,0.000743647643566272,0.0701340705972786,0.687506018004838,NA,3.61865908847272e-05,0.0573358754685071,0.76844177209768
"Maximum Tax Group","ממתיקים",290,0.55030193109889,0.543990379254664,2792.76690574795,2814.78619128583,29.2385243376886,285,87.1896396767007,2.76162564435105e-48,0.554440768359591,0.544994282883116,2794.08550598506,2823.44455336891,29.1036636046852,283,58.6928090600821,6.64302361260505e-47,NA,7.2429999721366e-06,0.0129999886010575,0.701866070503097,NA,0.000155097209440632,0.00704079866795108,0.098358719248383
"Maximum Tax Group","חטיף חלבון",290,0.528423280917513,0.521804660298812,2801.99405092829,2824.01333646618,29.7073959698439,285,79.838883561992,2.31066592486583e-45,0.535396322600031,0.525546067955509,2801.6739017504,2831.03294913424,29.48694149913,283,54.3535514483135,2.31457133842466e-44,NA,4.88044820655237e-06,0.00744858668833647,0.982736140350892,NA,3.82753747720297e-06,0.00350437303898269,0.150522133220873
"Maximum Tax Group","תמציות",290,0.566934530914081,0.560856419067261,2789.59807973988,2811.61736527776,29.0792154489937,285,93.2747776286319,1.32303780160432e-50,0.570479990081241,0.561373558775543,2791.214109748,2820.57315713185,28.9599366540204,283,62.6458346777712,3.92516435568226e-49,NA,6.01291667835778e-06,0.0116924435105546,0.727872310895425,NA,0.000153063266326782,0.00662923279598049,0.120813285500576
"Maximum Tax Group","טחינה",290,0.535302228495946,0.528780154509924,2794.89846880243,2816.91775434031,29.34617678935,285,82.0754609106264,2.8832303968407e-46,0.537589108392216,0.527785343905832,2797.46779181411,2826.82683919795,29.2738782365431,283,54.8349676431785,1.19467583940719e-44,NA,1.54041576838928e-05,0.0244547481034322,0.467982108975342,NA,0.000764636618858363,0.0183357711152777,0.224571990478103
"Maximum Tax Group","קטשופ",290,0.556409686537548,0.550183857576672,2790.43205128093,2812.45133681881,29.1210580036303,285,89.3711809357533,3.97736453232592e-49,0.561509900022022,0.552213290128496,2791.07843777613,2820.43748515997,28.9531632191745,283,60.3994258609309,7.08633885885301e-48,NA,1.34724688955835e-05,0.0236498151283008,0.460477992147229,NA,0.000426623309422813,0.0126175204281199,0.0556051694381397
"Maximum Tax Group","פרלינים/בונבונירות",290,0.498703805886229,0.491668069828491,2812.48231767817,2834.50160321606,30.2494879147525,285,70.8815398692804,1.32184097569058e-41,0.500348785105605,0.489755473129046,2815.52913192875,2844.8881793126,30.1998160163895,283,47.2325167249632,5.96543263074319e-40,NA,5.48270338510632e-05,0.053014242758056,0.27887548454585,NA,0.000790558684738862,0.0405367954908182,0.211471278683152
"Maximum Tax Group","בשר",290,0.459576794488412,0.451991907393513,2820.9787469628,2842.99803250069,30.6958747286198,285,60.5911187257433,5.46195078225897e-37,0.476640640342927,0.465544682187654,2815.67432714774,2845.03337453159,30.2073770815486,283,42.9562398914052,3.82745815558262e-37,NA,5.95859531011115e-07,0.00056235570506837,0.191852460136724,NA,2.04125113351246e-08,0.00017056513980983,0.273678828041953
"Maximum Tax Group","דגים",290,0.492814100275809,0.485695701683189,2797.60795971037,2819.62724524825,29.4835892257737,285,69.2310347423814,6.90177045206934e-41,0.495869252744016,0.485180968349896,2799.85579452313,2829.21484190697,29.394654458179,283,46.3937180616957,2.07218426141895e-39,NA,4.71804055174155e-05,0.0596322950176854,0.205961411615588,NA,0.00176557280182564,0.0439339985270408,0.134816815150166
"Maximum Tax Group","משקאות אלכוהול משני",290,0.512368913662988,0.505524968591591,2806.77022078687,2828.78950632475,29.9530397323691,285,74.8645566727828,2.64440337136767e-43,0.51409853697226,0.503796739169551,2809.73976466546,2839.0988120493,29.8998709548014,283,49.9037689166357,1.21356032536617e-41,NA,4.30841918697307e-05,0.0476651344986582,0.292246639145901,NA,0.00072849075039292,0.0360250882931241,0.20385243058852
"Maximum Tax Group","תבלינים",290,0.541055805125572,0.534614483092247,2791.66072132125,2813.68000685914,29.1828133425686,285,83.9976331452341,4.93669817776103e-47,0.547015978500697,0.537412076984811,2791.86990783497,2821.22895521881,28.9926997782081,283,56.9576830411944,6.70520405244997e-46,NA,5.00339348839344e-05,0.0687512374821434,0.160534963497153,NA,0.00144758940793428,0.0389072175362659,0.0280387474034519
"Maximum Tax Group","מחלבות",290,0.550565379953931,0.544257525637494,2790.28874240877,2812.30802794666,29.1138635373512,285,87.2825135671491,2.541580565079e-48,0.554846954948021,0.545409081201336,2791.51279036386,2820.8718377477,28.9748538941394,283,58.7894021302102,5.84717382326088e-47,NA,5.22523175800095e-06,0.0101302557432167,0.79016754414424,NA,0.000152574644587944,0.00540980937700234,0.10187708071392
"Maximum Tax Group","נקניקים",290,0.486798479238312,0.479595650876744,2804.42721696615,2826.44650250404,29.8322836542431,285,67.5843508691313,3.65940711804733e-40,0.488780284992928,0.477941704462743,2807.30516996879,2836.66421735264,29.7746269867881,283,45.096337443052,1.45282502058139e-38,NA,1.30278945797123e-05,0.0176312632320829,0.638655311812477,NA,8.83930086721958e-05,0.0125791005528185,0.295681291726892
"Maximum Tax Group","מזון תינוקות משני",290,0.497660370784554,0.490609990023636,2803.79073502767,2825.81002056556,29.7995641798504,285,70.5863112448013,1.77404431029676e-41,0.508076029614442,0.49764654614337,2801.71457662876,2831.07362401261,29.4890094643292,283,48.7153588213341,6.7757945932724e-41,NA,0.00150069186742329,0.566302861913023,0.00146430600502813,NA,0.0516074728210091,0.410704272123296,0.0041543202303816
"Maximum Tax Group","נס קפה מגורען",290,0.489301331224822,0.482133630610434,2810.33486790183,2832.35415343971,30.1376962793642,285,68.2647556794711,1.8325215124638e-40,0.495147088414494,0.484443493115861,2810.99621264885,2840.35526003269,29.9647129429909,283,46.2598850759751,2.53016002801805e-39,NA,9.77488912903818e-05,0.0871505011968903,0.150478737622702,NA,0.00618758543063371,0.0605253428582643,0.0687632352006609
"Maximum Tax Group","תוספים משני",290,0.501776576766523,0.494783967317632,2802.35340870969,2824.37269424757,29.7258078522434,285,71.7581298418018,5.53728780071741e-42,0.507446786866445,0.497003962559726,2803.0340351569,2832.39308254075,29.5561712174297,283,48.592868362247,8.09944820800754e-41,NA,0.000121596215629719,0.115548711495226,0.0890886219589317,NA,0.0022182633491833,0.0704533839361272,0.0280457659586903
